Produit,Allergène,Score,Lien,pix,Description,composition
56 JARDIN BIO ETIC     Pizza 4 saisons bio 400g,"gluten, lait",B,https://www.auchan.fr/jardin-bio-etic-pizza-4-saisons-bio/pr-C1218982,2689,na,na
19 AUCHAN     Mini pizza au fromage 180g,"presence de   ble ou hybrides et produits a base de ces cereales,lait et produits a base de lait  y compris lactose ",C,https://www.auchan.fr/auchan-mini-pizza-au-fromage/pr-C1219446,2690,na,na
8 LA TOQUE ANGEVINE     Pizza aux 3 fromages 450g,"peut contenir des traces de mollusques, crustaces, oeufs, poissons et fruits a coque ",na,https://www.auchan.fr/la-toque-angevine-pizza-aux-3-fromages/pr-C1179540,2691,na,na
5 POUCE     Pizza au jambon et fromage 800g,"presence de   ble ou hybrides et produits a base de ces cereales,lait et produits a base de lait  y compris lactose absence de   anhydride sulfureux et sulfites en concentrations de plus de    mg/kg ou    mg/litre expr  en so,arachides et produits a base  arachides,celeri et produits a base de celeri,crustaces et produits a base de crustaces,graines de sesame et produits a base de graines de sesame,lupin et produits a base de lupin,moutarde et produits a base de moutarde,noisettes  corylus avellana, et produits a base de noisettes,noix  juglans regia, et produits a base de noix,noix de cajou et produits a base de noix de cajou  anacardium occidentale,noix de macadamia et noix du queensland, et produits a base de ces noix  macadamia ternifolia,noix de pecan et produits a base de noix de pecan [carya illinoiesis  wangenh   k  koch],noix du bresil et produits a base de noix du bresil  bertholletia excelsa,oeufs et produits a base  oeufs,pistaches  pistacia vera, et produits a base de pistaches,poissons et produits a base de poissons,soja et produits a base de soja",C,https://www.auchan.fr/pouce-pizza-au-jambon-et-fromage/pr-C1220930,2692,na,na
43 AUCHAN     Pizza au jambon et au fromage 450g,"presence de   ble ou hybrides et produits a base de ces cereales,lait et produits a base de lait  y compris lactose ",C,https://www.auchan.fr/auchan-pizza-au-jambon-et-au-fromage/pr-C1218955,2693,na,na
15 AUCHAN     Mini pizza jambon fromage 180g,"presence de   ble ou hybrides et produits a base de ces cereales,lait et produits a base de lait  y compris lactose ",B,https://www.auchan.fr/auchan-mini-pizza-jambon-fromage/pr-C1219447,2694,na,na
11 SODEBO     l'Ovale pizza jambon fromages 200g,"lactose, fromages, ble",C,https://www.auchan.fr/sodebo-l-ovale-pizza-jambon-fromages/pr-C1215842,2695,"ne tournez plus en rond, choisissez  ovale !",na
MIX     Pizza gusto jambon cru et mozzarella 380g,gluten   lait   oeuf,D,https://www.auchan.fr/mix-pizza-gusto-jambon-cru-et-mozzarella/pr-C1334643,2696,"mix vous a prepare une delicieuse pizza avec une pate napoli aux saveurs inimitables et une sauce tomate cuisinee ! associee a du jambon cru et du fromage italien, un vrai regal a partager !",na
AUCHAN     Pizzas raclette lardons fumés 450g3 personnes,"presence de   ble ou hybrides et produits a base de ces cereales,lait et produits a base de lait  y compris lactose ",D,https://www.auchan.fr/auchan-pizzas-raclette-lardons-fumes/pr-C1205466,2697,na,na
SODEBO     Pizza Crust spicy poivrons grillés chorizo  600g,"ce produit contient ble, du lait, de la moutarde",C,https://www.auchan.fr/sodebo-pizza-crust-spicy-poivrons-grilles-chorizo/pr-C1336026,2698,la soiree s'annonce crust illante !,na
21 AUCHAN     Pizza reine au jambon et aux champignons 450g,"presence de   ble ou hybrides et produits a base de ces cereales,lait et produits a base de lait  y compris lactose ",B,https://www.auchan.fr/auchan-pizza-reine-au-jambon-et-aux-champignons/pr-C1218956,2699,na,na
28 SODEBO     Pizza Dolce Regina jambon champignons 400g,"gluten, laitce produit peut contenir des traces  oeuf,",B,https://www.auchan.fr/sodebo-pizza-dolce-regina-jambon-champignons/pr-C1216988,2700,vivez au rythme de la dolce pizza !,na
13 AUCHAN GOURMET     Pizza regina jambon mozzarella et champignons 380g,"presence de   ble ou hybrides et produits a base de ces cereales,lait et produits a base de lait  y compris lactose traces de   moutarde et produits a base de moutarde,oeufs et produits a base  oeufs,poissons et produits a base de poissons",B,https://www.auchan.fr/auchan-gourmet-pizza-regina-jambon-mozzarella-et-champignons/pr-C1215477,2701,na,na
9 SODEBO     La Pizz' Pizza jambon emmental 470g,"lait, blepeut contenir des traces   gluten",C,https://www.auchan.fr/sodebo-la-pizz-pizza-jambon-emmental/pr-C1216722,2702,la pizz' c'est pour toutes les occasions mais surtout pour tous les gouts !,na
AUCHAN     Salade du pêcheur 300g,"presence de   moutarde et produits a base de moutarde,oeufs et produits a base  oeufs,poissons et produits a base de poissonstraces de   avoine ou hybrides et produits a base de ces cereales,ble ou hybrides et produits a base de ces cereales,celeri et produits a base de celeri,crustaces et produits a base de crustaces,epeautre ou hybrides et produits a base de ces cereales,kamut ou hybrides et produits a base de ces cereales,lait et produits a base de lait  y compris lactose,mollusques et produits a base de mollusques,orge ou hybrides, et produits a base de ces cereales,seigle ou hybrides, et produits a base de ces cereales,soja et produits a base de soja",B,https://www.auchan.fr/auchan-salade-du-pecheur/pr-C1422301,2703,na,na
SECRETS DU VAL D'ARGENT     Salade vigneronne 350g,"lait, moutarde, ble, oeuf,  celeri",na,https://www.auchan.fr/secrets-du-val-d-argent-salade-vigneronne/pr-C1462296,2704,na,na
11 PIERRE MARTINET     Salade de lentille à la lyonnaise 300g,moutarde,A,https://www.auchan.fr/pierre-martinet-salade-de-lentille-a-la-lyonnaise/pr-C1217157,2705,une savoureuse recette de lentilles relevee  oignons eminces et sans conservateur ,na
5 AUCHAN ESSENTIEL     Salade de museau de porc 500g0,"presence de   anhydride sulfureux et sulfites en concentrations de plus de    mg/kg ou    mg/litre expr  en so,moutarde et produits a base de moutarde",D,https://www.auchan.fr/auchan-essentiel-salade-de-museau-de-porc/pr-C1221030,2706,na,na
AUCHAN     Salade Pièmontaise jambon 500g,oeuf moutarde,na,https://www.auchan.fr/auchan-salade-piemontaise-jambon/pr-C1313800,2707,na,na
5 BONDUELLE     Salade de tortis et concombre au saumon 300g,na,B,https://www.auchan.fr/bonduelle-salade-de-tortis-et-concombre-au-saumon/pr-C1220216,2708,na,na
12 AUCHAN     Salade Marco Polo aux pâtes et surimi 300g,"presence de   ble ou hybrides et produits a base de ces cereales,crustaces et produits a base de crustaces,moutarde et produits a base de moutarde,oeufs et produits a base  oeufs,poissons et produits a base de poissons",C,https://www.auchan.fr/auchan-salade-marco-polo-aux-pates-et-surimi/pr-C1202047,2709,na,na
AUCHAN     Salade à base de surimi carottes et ananas 300g +100g offert,"presence de   ble ou hybrides et produits a base de ces cereales,crustaces et produits a base de crustaces,moutarde et produits a base de moutarde,oeufs et produits a base  oeufs,poissons et produits a base de poissonstraces de   celeri et produits a base de celeri,lait et produits a base de lait  y compris lactose,mollusques et produits a base de mollusques,soja et produits a base de soja",C,https://www.auchan.fr/auchan-salade-a-base-de-surimi-carottes-et-ananas/pr-C1422304,2710,na,na
AUCHAN     Salade Alaska au surimi carottes et ananas 300g,"presence de   ble ou hybrides et produits a base de ces cereales,crustaces et produits a base de crustaces,moutarde et produits a base de moutarde,oeufs et produits a base  oeufs,poissons et produits a base de poissonstraces de   celeri et produits a base de celeri,lait et produits a base de lait  y compris lactose,mollusques et produits a base de mollusques,soja et produits a base de soja",C,https://www.auchan.fr/auchan-salade-alaska-au-surimi-carottes-et-ananas/pr-C1422302,2711,na,na
PIERRE MARTINET     Salade de torti au surimi à la ciboulette 300g,"ble, oeuf, poisson, crustace, moutarde",C,https://www.auchan.fr/pierre-martinet-salade-de-torti-au-surimi-a-la-ciboulette/pr-C1293296,2712,un delicieux melange de pates et de surimi msc dans une sauce onctueuse avec des pates origine france ,na
9 SODEBO     La Pizz' Pizza aux 4 fromages 470g,"ble, lait",C,https://www.auchan.fr/sodebo-la-pizz-pizza-aux-4-fromages/pr-C1216959,2713,la pizz' c'est pour toutes les occasions mais surtout pour tous les gouts !,na
FIOREMILIA     Pizza Regina 400g,na,na,https://www.auchan.fr/fioremilia-pizza-regina/pr-C1205738,2714,na,na
L'ITALIE DES PIZZAS     L'Italie des pizzas Pizza bufalina 550g 550g,"gluten, lait",na,https://www.auchan.fr/l-italie-des-pizzas-l-italie-des-pizzas-pizza-bufalina-550g/pr-99900057,2715,na,na
5 PASO     Préfou saumon fumé pain de seigle au citron 350g,na,na,https://www.auchan.fr/paso-prefou-saumon-fume-pain-de-seigle-au-citron/pr-C1218665,2716,la delicieuse association d’une garniture au saumon fume associee a un pain au seigle et au citron le prefou ideal pour les fetes de fin d’annee !,na
JUSTIN BRIDOU     Tortilla nature 450g,oeufs,na,https://www.auchan.fr/justin-bridou-tortilla-nature/pr-C1299641,2717,na,na
AUCHAN     Mini préfous duo tomate basilic et beurre ail 280g1 pièce,"presence de   ble ou hybrides et produits a base de ces cereales,lait et produits a base de lait  y compris lactose,poissons et produits a base de poissonstraces de   anhydride sulfureux et sulfites en concentrations de plus de    mg/kg ou    mg/litre expr  en so,ble ou hybrides et produits a base de ces cereales,celeri et produits a base de celeri,graines de sesame et produits a base de graines de sesame,moutarde et produits a base de moutarde,oeufs et produits a base  oeufs,poissons et produits a base de poissons,soja et produits a base de soja",D,https://www.auchan.fr/auchan-mini-prefous-duo-tomate-basilic-et-beurre-ail/pr-C1312641,2718,na,na
4 SIMON     Tartinable de poulet 150g,"oeuf, moutarde",na,https://www.auchan.fr/simon-tartinable-de-poulet/pr-C1220365,2719,na,na
SIMON     Tartinable de poulet 1kg,"oeufs, moutarde",na,https://www.auchan.fr/simon-tartinable-de-poulet/pr-C1220244,2720,"ideal pour  elaboration de vos sandwichs, toasts et amuse bouches",na
13 AUCHAN     Houmous aux pois chiches tartinables 200g,"presence de   anhydride sulfureux et sulfites en concentrations de plus de    mg/kg ou    mg/litre expr  en so,graines de sesame et produits a base de graines de sesame,lait et produits a base de lait  y compris lactose traces de   ble ou hybrides et produits a base de ces cereales,celeri et produits a base de celeri,crustaces et produits a base de crustaces,mollusques et produits a base de mollusques,moutarde et produits a base de moutarde,oeufs et produits a base  oeufs,poissons et produits a base de poissons,soja et produits a base de soja",C,https://www.auchan.fr/auchan-houmous-aux-pois-chiches-tartinables/pr-C1165490,2721,na,na
13 AUCHAN     Guacamole morceaux d'avocat et poivron tartinables 200g,"traces de   ble ou hybrides et produits a base de ces cereales,celeri et produits a base de celeri,crustaces et produits a base de crustaces,graines de sesame et produits a base de graines de sesame,lait et produits a base de lait  y compris lactose,mollusques et produits a base de mollusques,moutarde et produits a base de moutarde,oeufs et produits a base  oeufs,poissons et produits a base de poissons,soja et produits a base de soja",A,https://www.auchan.fr/auchan-guacamole-morceaux-d-avocat-et-poivron-tartinables/pr-C1165488,2722,na,na
2 SIMON     Tartinable de poulet sauce curry 150g,"oeuf, moutarde",na,https://www.auchan.fr/simon-tartinable-de-poulet-sauce-curry/pr-C1220364,2723,na,na
SIMON     Tartinable de poulet sauce pitta 300g,"oeufs, moutarde, celeri",na,https://www.auchan.fr/simon-tartinable-de-poulet-sauce-pitta/pr-C1217979,2724,na,na
SIMON     Tartinable de poulet sauce hannibal 150g,"moutarde, oeuf",na,https://www.auchan.fr/simon-tartinable-de-poulet-sauce-hannibal/pr-C1219245,2725,na,na
GUYADER     Verrine apéro saumon fromage et concombre 4x40g,"lait, poisson",na,https://www.auchan.fr/guyader-verrine-apero-saumon-fromage-et-concombre/pr-C1382183,2726,na,na
LA BELLE HENRIETTE     Cocktail de crevettes et de surimi 300g,"crevettes, poisson, ble, oeuf, crustace, celeri, moutarde",na,https://www.auchan.fr/la-belle-henriette-cocktail-de-crevettes-et-de-surimi/pr-C1204208,2727,"une recette unique qui joue le contraste des gouts, textures entre le celeri et la crevette  genereuse en crevettes et en shunks de surimi ",na
BLINI     Guacamole avocat poivrons 205g,na,A,https://www.auchan.fr/blini-guacamole-avocat-poivrons/pr-C1184454,2728,na,na
1 SIMON     Tartinable de surimi crabe tourteau et fromage frais 300g,"poisson, oeuf, moutarde, crustaces, lactose",na,https://www.auchan.fr/simon-tartinable-de-surimi-crabe-tourteau-et-fromage-frais/pr-C1215756,2729,na,na
AUCHAN GOURMET     Pâté en croûte cocktail Richelieu 450g1 pièce,"presence de   anhydride sulfureux et sulfites en concentrations de plus de    mg/kg ou    mg/litre expr  en so,ble ou hybrides et produits a base de ces cereales,lait et produits a base de lait  y compris lactose,soja et produits a base de sojatraces de   amandes  amygdalus communis l ,celeri et produits a base de celeri,moutarde et produits a base de moutarde,noisettes  corylus avellana, et produits a base de noisettes,oeufs et produits a base  oeufs,pistaches  pistacia vera, et produits a base de pistaches,poissons et produits a base de poissons",E,https://www.auchan.fr/auchan-gourmet-pate-en-croute-cocktail-richelieu/pr-C1309028,2730,na,na
L'ATELIER BLINI     Guacamole bio moreaux avocats jus de citron 160g,na,A,https://www.auchan.fr/l-atelier-blini-guacamole-bio-moreaux-avocats-jus-de-citron/pr-C1185162,2731,na,na
MIX BUFFET     Mini saucisses costumées natures moutarde et pavot 250g16 pièces,"gluten  ble, oeuf, lait, moutarde  ",na,https://www.auchan.fr/mix-buffet-mini-saucisses-costumees-natures-moutarde-et-pavot/pr-C1348998,2732,na,na
Mini burger montagnard au boeuf Charolais 240g6 pièces,"gluten, lait, oeuf, soja",na,https://www.auchan.fr/mini-burger-montagnard-au-boeuf-charolais/pr-C1382176,2733,na,na
3 AUCHAN LE TRAITEUR     Petit salé aux lentilles 350g,"lait, sulfite, moutarde, celeri",na,https://www.auchan.fr/auchan-le-traiteur-petit-sale-aux-lentilles/pr-C1351685,2734,na,na
AUCHAN LE TRAITEUR     Petit salé aux lentilles 1kg3 parts,"lait, sulfite, moutarde, celeri",na,https://www.auchan.fr/auchan-le-traiteur-petit-sale-aux-lentilles/pr-C1382783,2735,na,na
2 AUCHAN LE TRAITEUR     Le Traiteur Coquilles au crabe et surimi 280g2 pièces,"crustaces, moutarde, sulfites, oeuf, poisson, ble",na,https://www.auchan.fr/auchan-le-traiteur-le-traiteur-coquilles-au-crabe-et-surimi/pr-C1350149,2736,"coquille garnie d’une jardiniere de legumes ornee d’un melange de chair de crabe et de surimi, d’une tomate cerise et de   points de mayonnaise cocktail pour le decor ",na
7 AUCHAN LE TRAITEUR     Auchan le traiteur Aspic d'oeuf et jambon 95g 95g,presence   oeuf,B,https://www.auchan.fr/auchan-le-traiteur-auchan-le-traiteur-aspic-d-oeuf-et-jambon-95g/pr-26572,2737,na,na
4 PIERRE SCHMIDT     La Recette du Traiteur bûchette feuilletée au chèvre 260g2 pièces,presence de glutenpresence  oeufspresence de lait,D,https://www.auchan.fr/pierre-schmidt-la-recette-du-traiteur-buchette-feuilletee-au-chevre/pr-C1350223,2738,na,na
LES SAVEURS DE MAMIE     Confit d'abricots façon pain d'épices  100g,na,na,https://www.auchan.fr/les-saveurs-de-mamie-confit-d-abricots-facon-pain-d-epices/pr-C1398375,2739,na,na
5 AUCHAN     Le Traiteur Chili con carne au cumin et riz 300g,gluten,na,https://www.auchan.fr/auchan-le-traiteur-chili-con-carne-au-cumin-et-riz/pr-C1350561,2740,na,na
Verrine tartare de tomate et de thon 6x45g,"poisson, oeufs, moutarde",na,https://www.auchan.fr/verrine-tartare-de-tomate-et-de-thon/pr-C1348399,2741,na,na
AUCHAN LE CHARCUTIER     Tête roulée bardée 190g,"presence de   anhydride sulfureux et sulfites en concentrations de plus de    mg/kg ou    mg/litre expr  en so,celeri et produits a base de celeritraces de   pistaches  pistacia vera, et produits a base de pistaches",D,https://www.auchan.fr/auchan-le-charcutier-tete-roulee-bardee/pr-C1371484,2742,na,na
Feuilleté au saumon 6x140g,oeufs et derives mollusques et derivespoissons et deriveslait et derivesgluten et derivesceleri et derives,na,https://www.auchan.fr/feuillete-au-saumon/pr-C1351826,2743,na,na
8 AUCHAN LE TRAITEUR     Quiche aux 2 saumons 300g2 pièces,"lait, poisson, oeuf, ble",na,https://www.auchan.fr/auchan-le-traiteur-quiche-aux-2-saumons/pr-C1350700,2744,"pate feuilletee pur beurre garnie d’une preparation a base de saumon et saumon fume, brocolis et epinard ",na
AUCHAN LE TRAITEUR     Lasagne au saumon épinard et ricotta gratiné au four 350g1 part,"lait, ble, poisson",na,https://www.auchan.fr/auchan-le-traiteur-lasagne-au-saumon-epinard-et-ricotta-gratine-au-four/pr-C1460875,2745,na,na
AUCHAN LE TRAITEUR     Cake chorizo et poivrons rouges 260g14 parts,"presence de   ble ou hybrides et produits a base de ces cereales,lait et produits a base de lait  y compris lactose,oeufs et produits a base  oeufstraces de   amandes  amygdalus communis l ,anhydride sulfureux et sulfites en concentrations de plus de    mg/kg ou    mg/litre expr  en so,avoine ou hybrides et produits a base de ces cereales,ble ou hybrides et produits a base de ces cereales,celeri et produits a base de celeri,crustaces et produits a base de crustaces,epeautre ou hybrides et produits a base de ces cereales,graines de sesame et produits a base de graines de sesame,kamut ou hybrides et produits a base de ces cereales,lait et produits a base de lait  y compris lactose,lupin et produits a base de lupin,mollusques et produits a base de mollusques,moutarde et produits a base de moutarde,noisettes  corylus avellana, et produits a base de noisettes,noix  juglans regia, et produits a base de noix,noix de cajou et produits a base de noix de cajou  anacardium occidentale,noix de macadamia et noix du queensland, et produits a base de ces noix  macadamia ternifolia,noix de pecan et produits a base de noix de pecan [carya illinoiesis  wangenh   k  koch],noix du bresil et produits a base de noix du bresil  bertholletia excelsa,oeufs et produits a base  oeufs,orge ou hybrides, et produits a base de ces cereales,pistaches  pistacia vera, et produits a base de pistaches,poissons et produits a base de poissons,seigle ou hybrides, et produits a base de ces cereales,soja et produits a base de soja",D,https://www.auchan.fr/auchan-le-traiteur-cake-chorizo-et-poivrons-rouges/pr-C1348769,2746,na,na
AUCHAN LE TRAITEUR     Cake aux légumes 260g14 parts,"presence de   ble ou hybrides et produits a base de ces cereales,lait et produits a base de lait  y compris lactose,oeufs et produits a base  oeufstraces de   amandes  amygdalus communis l ,anhydride sulfureux et sulfites en concentrations de plus de    mg/kg ou    mg/litre expr  en so,avoine ou hybrides et produits a base de ces cereales,ble ou hybrides et produits a base de ces cereales,celeri et produits a base de celeri,crustaces et produits a base de crustaces,epeautre ou hybrides et produits a base de ces cereales,graines de sesame et produits a base de graines de sesame,kamut ou hybrides et produits a base de ces cereales,lait et produits a base de lait  y compris lactose,lupin et produits a base de lupin,mollusques et produits a base de mollusques,moutarde et produits a base de moutarde,noisettes  corylus avellana, et produits a base de noisettes,noix  juglans regia, et produits a base de noix,noix de cajou et produits a base de noix de cajou  anacardium occidentale,noix de macadamia et noix du queensland, et produits a base de ces noix  macadamia ternifolia,noix de pecan et produits a base de noix de pecan [carya illinoiesis  wangenh   k  koch],noix du bresil et produits a base de noix du bresil  bertholletia excelsa,oeufs et produits a base  oeufs,orge ou hybrides, et produits a base de ces cereales,pistaches  pistacia vera, et produits a base de pistaches,poissons et produits a base de poissons,seigle ou hybrides, et produits a base de ces cereales,soja et produits a base de soja",C,https://www.auchan.fr/auchan-le-traiteur-cake-aux-legumes/pr-C1348307,2747,na,na
1 AGIS     Crêpes jambon emmental 280g2 pièces,"presence de   ble ou hybrides et produits a base de ces cereales,lait et produits a base de lait  y compris lactose,oeufs et produits a base  oeufstraces de   crustaces et produits a base de crustaces,mollusques et produits a base de mollusques,moutarde et produits a base de moutarde,poissons et produits a base de poissons",D,https://www.auchan.fr/agis-crepes-jambon-emmental/pr-C1351027,2748,na,na
